"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2021","42-570-9000","Reyna Foods","Nick","Dicio","Owner","Male","2031 Penn Ave # 2","Pittsburgh","PA","15222","4456","Allegheny","(412) 261-2606","581208","Restaurants","581208","Restaurants","","","541105","Grocers-Retail","596104","","514101","Food Products (Whls)","514105","Grocers-Wholesale","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","44511003","Supermarkets And Other Grocery (Except Convenience","","","42442005","Packaged Frozen Food Merchant Wholesalers","42441005","General Line Grocery Merchant Wholesalers","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","26","1987","No"
"2019","42-570-9000","Reyna Foods","Nick","Dicio","Owner","Male","2031 Penn Ave # 2","Pittsburgh","PA","15222","4456","Allegheny","(412) 261-2606","581208","Restaurants","581208","Restaurants","","","541105","Grocers-Retail","596104","","514101","Food Products (Whls)","514105","Grocers-Wholesale","541101","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","44511003","Supermarkets And Other Grocery (Except Convenience","","","42442005","Packaged Frozen Food Merchant Wholesalers","42441005","General Line Grocery Merchant Wholesalers","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","26","1987","No"
"2021","41-538-2803","Rialto Pizza","","","","","623 Greenfield Ave","Pittsburgh","PA","15207","1146","Allegheny","(412) 421-2121","581222","Pizza","581222","Pizza","","","581208","Restaurants","596309","Meal/Grocery Order & Delivery Services","581203","Ice Cream Parlors","592102","Liquors-Retail","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","49221006","Local Messengers And Local Delivery","72251512","Snack And Nonalcoholic Beverage Bars","44532004","","","","","","","","","","","","5 to 9","00006","Less Than $500,000","$305,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","29","","No"
"2020","41-538-2803","Rialto Pizza","","","","","623 Greenfield Ave","Pittsburgh","PA","15207","1146","Allegheny","(412) 421-2121","581222","Pizza","581222","Pizza","","","581208","Restaurants","596309","Meal/Grocery Order & Delivery Services","581203","Ice Cream Parlors","592102","Liquors-Retail","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","49221006","Local Messengers And Local Delivery","72251512","Snack And Nonalcoholic Beverage Bars","44532004","","","","","","","","","","","","5 to 9","00006","Less Than $500,000","$305,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","29","","No"
"2019","41-538-2803","Rialto Pizza","","","","","623 Greenfield Ave","Pittsburgh","PA","15207","1146","Allegheny","(412) 421-2121","581222","Pizza","581222","Pizza","","","581208","Restaurants","596309","Meal/Grocery Order & Delivery Services","581203","Ice Cream Parlors","592102","Liquors-Retail","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","49221006","Local Messengers And Local Delivery","72251512","Snack And Nonalcoholic Beverage Bars","44532004","","","","","","","","","","","","5 to 9","00006","Less Than $500,000","$305,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","29","","No"
"2021","72-620-6178","Ribbon Inc","","","","","400 Poplar St","Pittsburgh","PA","15223","2221","Allegheny","Not Available","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","","No"
"2021","75-831-2067","Ribs N Bread","","","","","4707 Centre Ave","Pittsburgh","PA","15213","1703","Allegheny","(412) 760-7446","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","","$0","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","2","","No"
"2021","67-314-3061","Rice Enterprises LLC","Michele","Rice","Owner","Female","5415 Clairton Blvd","Pittsburgh","PA","15236","2714","Allegheny","(412) 831-3784","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2020","67-314-3061","Rice Enterprises LLC","Michele","Rice","Owner","Female","5415 Clairton Blvd","Pittsburgh","PA","15236","2714","Allegheny","(412) 831-3784","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00003","","$0","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2020","21-873-8748","Rice King","","","","","2199 Babcock Blvd # 3","Pittsburgh","PA","15209","1377","Allegheny","(412) 821-7666","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","","No"
"2021","21-873-8748","Rice King","","","","","2199 Babcock Blvd # 3","Pittsburgh","PA","15209","1377","Allegheny","(412) 821-7666","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","","No"
"2019","21-873-8748","Rice King","","","","","2199 Babcock Blvd # 3","Pittsburgh","PA","15209","1377","Allegheny","(412) 821-7666","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","","No"
"2021","69-867-4413","Rice N Noodle","","","","","1000 Airport Blvd","Pittsburgh","PA","15231","1001","Allegheny","(412) 472-9216","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","","No"
"2020","69-867-4413","Rice N Noodle","","","","","1000 Airport Blvd","Pittsburgh","PA","15231","1001","Allegheny","(412) 472-9216","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","","No"
"2019","69-867-4413","Rice N Noodle","","","","","1000 Airport Blvd","Pittsburgh","PA","15231","1001","Allegheny","(412) 472-9216","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","","No"
"2021","11-827-5007","Richard Cupka Deli","Richard","Cupka","Owner","Male","48 S 27th St","Pittsburgh","PA","15203","2340","Allegheny","(412) 481-6262","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$102,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","38","","No"
"2020","11-827-5007","Richard Cupka Deli","Richard","Cupka","Owner","Male","48 S 27th St","Pittsburgh","PA","15203","2340","Allegheny","(412) 481-6262","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$102,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","38","","No"
"2019","11-827-5007","Richard Cupka Deli","Richard","Cupka","Owner","Male","48 S 27th St","Pittsburgh","PA","15203","2340","Allegheny","(412) 481-6262","581208","Restaurants","581208","Restaurants","","","581209","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$102,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","38","","No"
"2021","43-718-3863","Richvin Inc","","","","","4121 Butler St","Pittsburgh","PA","15201","3121","Allegheny","Not Available","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2020","43-718-3863","Richvin Inc","","","","","4121 Butler St","Pittsburgh","PA","15201","3121","Allegheny","Not Available","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2019","43-718-3863","Richvin Inc","","","","","4121 Butler St","Pittsburgh","PA","15201","3121","Allegheny","Not Available","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2021","11-852-9874","Rico's Restaurant","Rico","Lorenzini","Owner","Male","1 Rico Ln","Pittsburgh","PA","15237","3300","Allegheny","(412) 931-1989","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00045","$1 - 2.5 Million","$2,284,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","17","1979","No"
"2020","11-852-9874","Ricos Restaurant","Rico","Lorenzini","Owner","Male","1 Rico Ln","Pittsburgh","PA","15237","3300","Allegheny","(412) 931-1989","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00045","$1 - 2.5 Million","$2,284,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","17","1979","No"
"2019","11-852-9874","Ricos Restaurant","Rico","Lorenzini","Owner","Male","1 Rico Ln","Pittsburgh","PA","15237","3300","Allegheny","(412) 931-1989","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00045","$1 - 2.5 Million","$2,284,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","17","1979","No"
"2021","11-848-9269","Riggs Lounge & Restaurant","Richard","Riggs","Owner","Male","1204 Brighton Rd","Pittsburgh","PA","15233","1602","Allegheny","(412) 322-1120","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2020","11-848-9269","Riggs Lounge & Restaurant","Richard","Riggs","Owner","Male","1204 Brighton Rd","Pittsburgh","PA","15233","1602","Allegheny","(412) 322-1120","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2019","11-848-9269","Riggs Lounge & Restaurant","Richard","Riggs","Owner","Male","1204 Brighton Rd","Pittsburgh","PA","15233","1602","Allegheny","(412) 322-1120","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2019","40-417-0290","Rita's Italian Ice/Frzn Cstrd","","","","","2070 Greentree Rd","Pittsburgh","PA","15220","1403","Allegheny","(412) 343-1722","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","","","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","22","","No"
"2020","40-417-0290","Rita's Italian Ice/Frzn Cstrd","","","","","2070 Greentree Rd","Pittsburgh","PA","15220","1403","Allegheny","(412) 343-1722","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","","","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","22","","No"
"2021","22-027-7933","Rita's Italian Ice/Frzn Cstrd","Steven","Korb","Owner","Male","5880 Forbes Ave","Pittsburgh","PA","15217","1602","Allegheny","(412) 421-1941","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00030","$1 - 2.5 Million","$1,264,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","20","","No"
"2020","22-027-7933","Rita's Italian Ice/Frzn Cstrd","Steven","Korb","Owner","Male","5880 Forbes Ave","Pittsburgh","PA","15217","1602","Allegheny","(412) 421-1941","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00030","$1 - 2.5 Million","$1,264,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","20","","No"
"2021","36-492-1395","Rita's Italian Ice/Frzn Cstrd","Rob","Morini","Owner","Male","427 Mcneilly Rd","Pittsburgh","PA","15226","2501","Allegheny","(412) 808-1228","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","581208","Restaurants","203801","Frozen Food Processors (Mfrs)","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","31141202","Frozen Specialty Food Manufacturing","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","18","","No"
"2020","89-981-8314","Rita's Italian Ice/Frzn Cstrd","Jim","Mincin","Owner","Male","229 Curry Hollow Rd","Pittsburgh","PA","15236","4632","Allegheny","(412) 655-8470","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","25","","No"
"2021","89-981-8314","Rita's Italian Ice/Frzn Cstrd","Jim","Mincin","Owner","Male","229 Curry Hollow Rd","Pittsburgh","PA","15236","4632","Allegheny","(412) 655-8470","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","25","","No"
"2019","89-981-8314","Rita's Italian Ice/Frzn Cstrd","Jim","Mincin","Owner","Male","229 Curry Hollow Rd","Pittsburgh","PA","15236","4632","Allegheny","(412) 655-8470","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","25","","No"
"2020","40-423-6345","Rita's Italian Ice/Frzn Cstrd","Jeff","Rook","Site Manager","Male","2429 E Carson St","Pittsburgh","PA","15203","2159","Allegheny","(412) 586-7292","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","599977","Ice","581206","Foods-Carry Out","581208","Restaurants","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","45521978","","72251301","Limited-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","16","","No"
"2021","40-423-6345","Rita's Italian Ice/Frzn Cstrd","Jeff","Rook","Site Manager","Male","2429 E Carson St","Pittsburgh","PA","15203","2159","Allegheny","(412) 586-7292","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","599977","Ice","581206","Foods-Carry Out","581208","Restaurants","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","45521978","","72251301","Limited-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","16","","No"
"2020","98-137-6122","Rita's Italian Ice/Frzn Cstrd","Patrick","Miller","Owner","Male","1320 Babcock Blvd","Pittsburgh","PA","15209","1629","Allegheny","(412) 821-7482","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","25","1998","No"
"2021","98-137-6122","Rita's Italian Ice/Frzn Cstrd","Patrick","Miller","Owner","Male","1320 Babcock Blvd","Pittsburgh","PA","15209","1629","Allegheny","(412) 821-7482","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","25","1998","No"
"2019","98-137-6122","Rita's Italian Ice/Frzn Cstrd","Patrick","Miller","Owner","Male","1320 Babcock Blvd","Pittsburgh","PA","15209","1629","Allegheny","(412) 821-7482","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","25","1998","No"
"2021","40-417-0290","Rita's Italian Ice/Frzn Cstrd","","","","","2070 Greentree Rd","Pittsburgh","PA","15220","1403","Allegheny","(412) 534-9011","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","","","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","22","","No"
"2019","22-027-7933","Rita's Italian Ice/Frzn Cstrd","Steven","Korb","Owner","Male","5880 Forbes Ave","Pittsburgh","PA","15217","1602","Allegheny","(412) 421-1941","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00030","$1 - 2.5 Million","$1,264,000","Private","Branch","617021084","490185709","2","Verified","000000","$0","20","","No"
"2021","70-000-2898","Ritas Water Ice","","","","","1931 Irwin Ave","Pittsburgh","PA","15212","3846","Allegheny","(412) 322-7423","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","","","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","3","","No"
"2020","70-000-2898","Ritas Water Ice","","","","","1931 Irwin Ave","Pittsburgh","PA","15212","3846","Allegheny","(412) 322-7423","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","","","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","1 to 4","00004","","$0","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","3","","No"
"2021","11-845-7977","Ritters Diner Inc","Art","Velisaris","President","Male","5221 Baum Blvd","Pittsburgh","PA","15224","2303","Allegheny","(412) 682-4852","581208","Restaurants","581208","Restaurants","","","999966","Federal Government Contractors","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","99999005","Unclassified Establishments","","","","","","","","","","","","","","","","","20 to 49","00043","$1 - 2.5 Million","$2,183,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","1949","No"
"2020","11-845-7977","Ritters Diner Inc","Art","Velisaris","Owner","Male","5221 Baum Blvd","Pittsburgh","PA","15224","2303","Allegheny","(412) 682-4852","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","20 to 49","00043","$1 - 2.5 Million","$2,183,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","1949","No"
"2019","11-845-7977","Ritters Diner Inc","Art","Velisaris","General Mgr","Male","5221 Baum Blvd","Pittsburgh","PA","15224","2303","Allegheny","(412) 682-4852","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","20 to 49","00043","$1 - 2.5 Million","$2,183,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2020","68-866-9290","Rivers Casino","Andre","Barnabei","Vice President","Male","777 Casino Dr","Pittsburgh","PA","15212","5840","Allegheny","(412) 231-7777","799302","Casinos","799302","Casinos","","","581208","Restaurants","738944","Events-Special","","","","","","","","","","","","","","","71321001","Casinos (Except Casino Hotels)","71321001","Casinos (Except Casino Hotels)","72251117","Full-Service Restaurants","71131004","Promoters Of Performing Arts, Sports, And Similar","","","","","","","","","","","","","","","5 to 9","00008","$1 - 2.5 Million","$1,022,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","","No"
"2021","68-866-9290","Rivers Casino","Andre","Barnabei","Vice President","Male","777 Casino Dr","Pittsburgh","PA","15212","5840","Allegheny","(412) 231-7777","799302","Casinos","799302","Casinos","","","581208","Restaurants","738944","Events-Special","","","","","","","","","","","","","","","71321001","Casinos (Except Casino Hotels)","71321001","Casinos (Except Casino Hotels)","72251117","Full-Service Restaurants","71131004","Promoters Of Performing Arts, Sports, And Similar","","","","","","","","","","","","","","","5 to 9","00008","$1 - 2.5 Million","$1,022,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","","No"
"2019","68-866-9290","Rivers Casino","Andre","Barnabei","Vice President","Male","777 Casino Dr","Pittsburgh","PA","15212","5840","Allegheny","(412) 231-7777","799302","Casinos","799302","Casinos","","","581208","Restaurants","738944","Events-Special","","","","","","","","","","","","","","","71321001","Casinos (Except Casino Hotels)","71321001","Casinos (Except Casino Hotels)","72251117","Full-Service Restaurants","71131004","Promoters Of Performing Arts, Sports, And Similar","","","","","","","","","","","","","","","5 to 9","00008","$1 - 2.5 Million","$1,022,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","","No"
"2019","40-423-7868","Rivertown Northshore","Christian","Fyke","CEO","Male","337 N Shore Dr","Pittsburgh","PA","15212","5834","Allegheny","(724) 519-2145","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","50 to 99","00050","$2.5 - 5 Million","$2,538,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","2007","No"
"2021","41-775-1132","Riviera LLC","Dilmurod","Sarkarov","Owner","Female","1213 Spring Garden Ave","Pittsburgh","PA","15212","4202","Allegheny","(412) 322-1100","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","2011","No"
